pid,Cohort,Time,Grade,Gender,School,Ethnicity,Language.Fluency,Parent.Ed.Lvl,SpEd,SpEd.Dis,Low.Income,Time_since_firstgameplay,Age_months,Year_enrolled,Birthdate_provided,BACKWARDSSPATIALSPAN.object_count_span,SPATIALSPAN.object_count_span,SAATSUSTAINED.rt_sd.correct,SAATIMPULSIVE.dprime.overall,TNT.dprime.tap_trace,FLANKER.rcs.overall,STROOP.rcs.overall,TASKSWITCH.rcs.overall,BOXED.rt_mean.correct,BRT.rt_mean.correct,BRT.rt_mean.correct.dominant,BRT.rt_mean.correct.nondominant,,TNT.dprime.tap_trace.residuals,SAAT.rt_sd.correct.sustained.residuals,SAAT.dprime.impulsive.residuals,FLANKER.rcs.overall.residuals,STROOP.rcs.overall.residuals,TASKSWITCH.rcs.overall.residuals,BOXED.rt_mean.correct.residuals,BACKWARDSSPATIALSPAN.object_count_span.residuals,SPATIALSPAN.object_count_span.residuals,X2017.ELA.SBAC.SS,X2017.ELA.SBAC.PL,X2017.Math.SBAC.SS,X2017.Math.SBAC.PL,X2018.ELA.SBAC.SS,X2018.ELA.SBAC.PL,X2018.Math.SBAC.SS,X2018.Math.SBAC.PL,MATH_FLUENCY.acc_length.overall,READING_COMPREHENSION.acc_length.overall,MATH_FLUENCY.rt_mean.overall,MATH_FLUENCY.rt_sum.overall,MATH_FLUENCY.acc_mean.overall,MATH_FLUENCY.acc_sum.overall,READING_COMPREHENSION.rt_mean.overall,READING_COMPREHENSION.rt_sum.overall,READING_COMPREHENSION.acc_sum.overall,READING_COMPREHENSION.acc_score.overall,MATH_FLUENCY.rt_mean.overall.T4T3,MATH_FLUENCY.rt_sum.overall.T4T3,MATH_FLUENCY.acc_mean.overall.T4T3,MATH_FLUENCY.acc_sum.overall.T4T3,READING_COMPREHENSION.rt_mean.overall.T4T3,READING_COMPREHENSION.rt_sum.overall.T4T3,READING_COMPREHENSION.acc_sum.overall.T4T3,READING_COMPREHENSION.acc_score.overall.T4T3,Label,Group,LabelMF,GroupMF,zscore_TNT.dprime.tap_trace.residuals,zscore_SAAT.rt_sd.correct.sustained.residuals,zscore_SAAT.dprime.impulsive.residuals,zscore_FLANKER.rcs.overall.residuals,zscore_BOXED.rt_mean.correct.residuals,zscore_TASKSWITCH.rcs.overall.residuals,zscore_STROOP.rcs.overall.residuals,zscore_SPATIALSPAN.object_count_span.residuals,zscore_BACKWARDSSPATIALSPAN.object_count_span.residuals,zscore_X2017.ELA.SBAC.SS,zscore_X2017.Math.SBAC.SS,zscore_X2018.ELA.SBAC.SS,zscore_X2018.Math.SBAC.SS,zscore_combined.Math,zscore_combined.ELA,zscore_MATH_FLUENCY.rt_mean.overall,zscore_MATH_FLUENCY.rt_sum.overall,zscore_MATH_FLUENCY.acc_mean.overall,zscore_MATH_FLUENCY.acc_sum.overall,zscore_READING_COMPREHENSION.rt_mean.overall,zscore_READING_COMPREHENSION.rt_sum.overall,zscore_READING_COMPREHENSION.acc_sum.overall,zscore_READING_COMPREHENSION.acc_score.overall,zscore_MATH_FLUENCY.rt_mean.overall.T4T3,zscore_MATH_FLUENCY.rt_sum.overall.T4T3,zscore_MATH_FLUENCY.acc_mean.overall.T4T3,zscore_MATH_FLUENCY.acc_sum.overall.T4T3,zscore_READING_COMPREHENSION.rt_mean.overall.T4T3,zscore_READING_COMPREHENSION.rt_sum.overall.T4T3,zscore_READING_COMPREHENSION.acc_sum.overall.T4T3,zscore_READING_COMPREHENSION.acc_score.overall.T4T3,Clusters,BMU
ADMIN-UCSF-pe195,7,T2,7,1,Peterson,White,English Only,Some College,No,,No,6.155209492,156.9143493,1,1,4,5,64.99784658,2.783323784,2.043459175,1.379674324,1.397046899,1.767871979,737.4873748,297.2006236,285.5480413,309.5386519,,0.119132582,14.07086748,0.032650582,-0.060095166,-0.097031293,0.07890649,-3.708131376,-1.278294514,-0.700970114,2453,Standard Not Met,2399,Standard Not Met,2478,Standard Not Met,2375,Standard Not Met,53,36,2358.169811,124983,0.865384615,45,3944.861111,142015,20,4,-907.5,-10299,0.053147575,14,1817.930481,14211,-9,0,pe195-T2,7-T2,pe195-T2-1,7-T2-1,-0.031981598,0.456527199,-0.142545636,-0.840352564,-0.469312151,0.175185161,-0.937557477,-0.877401279,-1.204773438,-1.210616363,-1.425791006,NaN,NaN,-1.425791006,-1.210616363,0.484170369,0.614106054,-1.438897428,-1.072547762,0.625174369,0.520249944,-1.678575424,-1.709152183,-1.952703255,-1.097088616,0.437115838,1.160457375,1.63928544,0.578776117,-1.551465697,-0.140785042,1,237
ADMIN-UCSF-pe198,7,T2,7,1,Peterson,Asian,RFEP-Redesignated,College Graduate,No,,No,6.176344086,154.7741935,1,1,6,7,95.49538236,2.715306597,2.930467585,1.780077677,1.738866428,2.207222191,634.3221645,268.4553223,264.9969949,273.80001,,0.761863438,-21.06785698,-0.238177028,0.226749099,0.152398281,0.306895747,46.57627904,0.466251035,1.032517353,2446,Standard Not Met,2555,Standard Nearly Met,2459,Standard Not Met,2478,Standard Not Met,62,40,1906.629032,118211,0.983333333,59,3502.55,140102,31,22,-39.39606625,-1164,0.029411765,2,1134.876518,8548,-11,-8,pe198-T2,7-T2,pe198-T2-1,7-T2-1,0.840211643,-1.231843176,-0.552434765,0.720996024,0.216250595,0.746384421,0.619882947,0.837274877,0.324539786,-1.279918741,-0.161391821,NaN,NaN,-0.161391821,-1.279918741,-0.307614084,-0.091390021,0.296131732,0.141285457,0.191519047,0.41737605,-0.400253279,-0.323807989,0.371232638,0.349657218,0.211209689,-0.176952641,1.010036679,0.316517873,-1.861484483,-0.826259068,4,10
ADMIN-UCSF-pe202,7,T2,7,1,Peterson,Asian,English Learner,Some College,No,,Yes,6.17856878,147.8086763,1,1,4,6,105.0020223,2.510106067,1.817245279,1.800026044,1.860216793,1.624260339,NaN,318.7121153,318.7121153,NaN,,0.075723332,-22.46008353,-0.088794339,0.445238284,0.435278448,0.09346642,NaN,-1.08712566,0.498474035,2486,Standard Nearly Met,2442,Standard Not Met,2433,Standard Not Met,2451,Standard Not Met,61,48,1957.459016,119405,1,61,2741.020833,131569,32,16,-436.7671958,-7133,0.042328042,11,NaN,NaN,NaN,NaN,pe202-T2,7-T2,pe202-T2-1,7-T2-1,-0.090888455,-1.298737865,-0.326348731,1.910274745,NaN,0.211663288,2.386189163,0.309026845,-1.037189933,-0.883905152,-1.077270718,NaN,NaN,-1.077270718,-0.883905152,-0.218482841,0.032998979,0.541298896,0.314690203,-0.555107407,-0.041496372,-0.284042175,-0.785589387,-0.692539791,-0.59567676,0.334140675,0.826104871,NaN,NaN,NaN,NaN,4,7
ADMIN-UCSF-pe206,7,T2,7,1,Peterson,Asian,English Learner,College Graduate,No,,Yes,6.180793474,153.8431591,1,1,6,4,101.4559914,2.194381462,1.831340149,1.474432165,1.384047324,0.555404613,517.772521,354.1472629,NaN,354.1472629,,0.390946068,-13.19272778,-0.154508788,0.259631912,0.073000696,-0.714838666,320.7676297,1.227780282,-1.172988412,2441,Standard Not Met,2250,Standard Not Met,2443,Standard Not Met,2336,Standard Not Met,45,28,2965.444444,133445,0.933333333,42,5229.571429,146428,19,10,36.32608696,1671,-0.0256917,-3,-3348.380388,-33286,23,11,pe206-T2,7-T2,pe206-T2-1,7-T2-1,0.336872462,-0.853453378,-0.425805497,0.899983509,3.954494193,-1.813446463,0.124123737,-1.344297369,0.992115791,-1.32942044,-2.633454331,NaN,NaN,-2.633454331,-1.32942044,1.54903679,1.495663612,-0.439369759,-1.33265488,1.884743603,0.75756437,-1.794786528,-1.247370785,0.573942732,0.798647304,-0.313238871,-0.734206814,-3.120067243,-1.620849491,3.408834886,0.801741745,2,5
ADMIN-UCSF-pe208,7,T2,7,1,Peterson,other,English Only,Some College,Yes,Autism (AUT),No,6.240860215,157,1,1,3,3,NaN,NaN,NaN,1.733635152,1.65051772,0.715319967,NaN,289.2140558,285.9710256,289.8221239,,NaN,NaN,NaN,0.262314511,0.130769989,-1.032369854,NaN,-2.349269741,-2.775017709,2439,Standard Not Met,2421,Standard Not Met,2538,Standard Nearly Met,2416,Standard Not Met,64,49,1790.515625,114593,0.920634921,58,2607.489796,127767,20,-9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,pe208-T2,7-T2,pe208-T2-1,7-T2-1,NaN,NaN,NaN,0.914585412,NaN,-2.608982105,0.484835704,-2.928941901,-2.143617699,-1.349221119,-1.247478301,NaN,NaN,-1.247478301,-1.349221119,-0.511220923,-0.468307446,-0.626163789,0.054583085,-0.686025314,-0.245953531,-1.678575424,-2.709678545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,22
ADMIN-UCSF-pe209,7,T2,7,1,Peterson,Hispanic or Latino,English Learner,Not HS Graduate,Yes,Specific Learning Disability (SLD),Yes,6.240860215,155.0322581,1,1,5,6,103.6366019,2.983804545,0.497812227,1.594374854,1.434554076,1.403727467,785.4344231,266.347535,265.4194769,267.7039275,,-1.688703897,-29.54939781,0.015449576,0.032719405,-0.158688687,-0.5120973,-108.4135344,-0.552480502,0.012974968,2339,Standard Not Met,2346,Standard Not Met,2420,Standard Not Met,2385,Standard Not Met,42,60,3243.285714,136218,0.833333333,35,878,52680,25,-10,-640.862963,-8094,-0.033333333,7,1442.194695,14667,-2,13,pe209-T2,7-T2,pe209-T2-1,7-T2-1,-2.48523671,-1.63937027,-0.168578821,-0.335144976,-1.896834579,-1.305502712,-1.322546779,-0.171203725,-0.568506321,-2.339255091,-1.855362524,NaN,NaN,-1.855362524,-2.339255091,2.036236193,1.784550295,-1.910372743,-1.93957149,-2.381669933,-4.283848,-1.097519903,-2.786642112,-1.238909253,-0.747874104,-0.385968306,0.380301532,1.293146934,0.599893857,-0.466399944,0.973110251,1,190
ADMIN-UCSF-pe210,7,T2,7,1,Peterson,Asian,RFEP-Redesignated,Grad School/post grad trng,No,,Yes,6.25483871,154.3548387,1,1,7,6,85.87759107,3.88320581,1.34558568,1.435563936,1.641483455,NaN,691.3201985,264.7691141,262.6246773,266.6752802,,-0.854343863,-12.04523732,0.903714405,-0.132327108,0.043167508,NaN,-17.20302458,1.433492349,-0.001659387,2568,Standard Met,2650,Standard Exceeded,2697,Standard Exceeded,2673,Standard Exceeded,66,37,1702.909091,112392,1,65,3755.027027,138936,37,37,-2.426470588,-165,0.104477612,8,400.8227345,2386,-2,-1,pe210-T2,7-T2,pe210-T2-1,7-T2-1,-1.353000447,-0.798317942,1.175782252,-1.233524938,-0.653297525,NaN,-0.062154947,-0.185679272,1.172448247,-0.072077295,0.608594862,NaN,NaN,0.608594862,-0.072077295,-0.664840474,-0.697604088,0.541298896,0.661499694,0.439055235,0.354672986,0.297013346,0.830645506,0.470201168,0.507872772,0.925650713,0.491752367,0.333805431,0.031150524,-0.466399944,-0.226469295,3,137
ADMIN-UCSF-pe211,7,T2,7,1,Peterson,Asian,IFEP-Initially Fluent,Grad School/post grad trng,No,,No,6.252688172,153.4193548,1,1,5,8,67.95517579,3.298545195,2.930467585,1.676574168,1.597598329,2.104055101,596.3199977,279.6473051,298.768731,259.1600631,,0.856972902,8.279396355,0.424025806,0.16745982,0.047102211,0.286022043,105.1675848,-0.434287777,2.136284005,2613,Standard Met,2610,Standard Met,2691,Standard Exceeded,2731,Standard Exceeded,63,57,1837.904762,115788,0.919354839,57,2148.929825,122489,42,27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,pe211-T2,7-T2,pe211-T2-1,7-T2-1,0.969276291,0.178254484,0.449788541,0.398273058,1.01506709,0.694087903,-0.037586628,1.929063769,-0.464895557,0.373437992,0.284389943,NaN,NaN,0.284389943,0.373437992,-0.428123264,-0.343814267,-0.644993832,-0.032119288,-1.135611516,-0.529784381,0.878068866,0.061009843,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,18
ADMIN-UCSF-pe212,7,T2,7,1,Peterson,Hispanic or Latino,English Only,High School Graduate,No,,No,6.252688172,151.4193548,1,1,4,4,62.17841716,1.805197305,1.527940571,1.190727926,1.378014535,1.008421341,NaN,286.9717618,277.4199918,297.8880703,,-0.483310884,15.23875472,-1.017644903,-0.289450958,-0.148940128,-0.755755814,NaN,-1.369196615,-1.795807174,2487,Standard Nearly Met,2478,Standard Not Met,2561,Standard Nearly Met,2438,Standard Not Met,37,43,3833.432432,141837,0.891891892,33,3181.069767,136786,37,31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,pe212-T2,7-T2,pe212-T2-1,7-T2-1,-0.849504383,0.512642674,-1.732135046,-2.08878032,NaN,-1.915959384,-1.261676692,-1.960357479,-1.284460543,-0.874004813,-0.785486291,NaN,NaN,-0.785486291,-0.874004813,3.071068524,2.369928683,-1.048974599,-2.112976235,-0.123669992,0.239054129,0.297013346,0.368864108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,232
ADMIN-UCSF-pe213,7,T2,7,1,Peterson,other,RFEP-Redesignated,College Graduate,No,,Yes,6.17856878,155.8086763,1,1,5,4,93.38457354,1.345166634,1.060113005,1.306542671,1.177287727,NaN,774.7535807,291.4175,276.228645,303.2310539,,-0.913358569,-15.24959704,-1.446308984,-0.156073204,-0.335377939,NaN,-51.6131612,-0.329688119,-1.754588439,2481,Standard Nearly Met,2482,Standard Not Met,2493,Standard Nearly Met,2456,Standard Not Met,49,45,2635.061224,129118,0.857142857,42,2913.711111,131117,30,15,-80.17986425,-1639,0.166797488,11,-100.5357143,-2815,8,16,pe213-T2,7-T2,pe213-T2-1,7-T2-1,-1.433084089,-0.952283292,-2.380904743,-1.362779513,-1.122435128,NaN,-2.425796001,-1.919586038,-0.373200823,-0.933406851,-0.753065799,NaN,NaN,-0.753065799,-0.933406851,0.969704182,1.044883707,-1.560133937,-1.33265488,-0.385796584,-0.06580322,-0.516464383,-0.862552953,0.262053393,0.274429602,1.51878165,0.826104871,-0.128060248,-0.209712116,1.083693988,1.230163011,1,211
ADMIN-UCSF-pe214,7,T2,7,1,Peterson,Hispanic or Latino,English Learner,Some College,No,,No,6.240860215,150.0645161,1,1,6,6,70.97407523,3.312760474,2.2568724,1.757566283,1.528989439,2.131444755,746.3596603,261.8981637,262.0008707,261.8075399,,0.032545522,2.394737622,0.313013283,0.178333473,-0.078553999,0.182904264,-77.52398101,0.407978716,-0.028277451,2473,Standard Not Met,2546,Standard Nearly Met,2572,Standard Met,2557,Standard Nearly Met,63,33,1853.968254,116800,0.983870968,61,4337.909091,143151,22,11,-239.8453749,-4620,0.02134647,6,-141.1487395,-710,2,3,pe214-T2,7-T2,pe214-T2-1,7-T2-1,-0.149481245,-0.104495776,0.281774555,0.457460445,-1.475695564,0.435738892,-0.822185093,-0.212008484,0.273456782,-1.012609569,-0.234337928,NaN,NaN,-0.234337928,-1.012609569,-0.399955657,-0.238385733,0.30404035,0.314690203,1.010530613,0.581339722,-1.446153216,-1.170407218,-0.165375163,-0.197683078,0.134448047,0.268850698,-0.165474123,-0.112227813,0.153637629,0.116267718,3,220
ADMIN-UCSF-pe215,7,T2,7,1,Peterson,Hispanic or Latino,English Learner,Some College,No,,No,6.240860215,148.1290323,1,1,8,7,92.90675907,2.49778518,2.2568724,1.453824258,1.663514538,1.822957501,700.4016626,276.2086817,267.8521005,281.6158814,,0.154156297,-17.22738375,-0.400995171,-0.068874464,0.101966378,-0.020359367,-5.239884553,2.53515378,1.104402752,2382,Standard Not Met,2396,Standard Not Met,2439,Standard Not Met,2349,Standard Not Met,61,34,1958.770492,119485,0.983606557,60,4256.235294,144712,25,16,-102.9857143,-588,-0.015591398,1,42.47058824,2166,-1,-2,pe215-T2,7-T2,pe215-T2-1,7-T2-1,0.01554599,-1.047313392,-0.798854938,-0.888139974,-0.49019562,-0.07351333,0.304985707,0.908380196,2.138192819,-1.913540483,-1.450106375,NaN,NaN,-1.450106375,-1.913540483,-0.216183146,0.041333251,0.300150866,0.22798783,0.930455129,0.66528439,-1.097519903,-0.785589387,0.201001564,0.4408806,-0.217109004,-0.288403476,0.00368123,0.020962141,-0.311390551,-0.312153548,4,52
ADMIN-UCSF-pe216,7,T2,7,1,Peterson,Hispanic or Latino,RFEP-Redesignated,High School Graduate,No,,No,6.241935484,152.7419355,1,1,6,7,69.36581294,2.233912521,2.220648819,1.532918034,1.588343109,2.023609278,754.0302598,271.2798663,281.9394523,261.5085791,,0.076047645,5.517760585,-0.699642736,-0.009252107,0.010953298,0.144051386,-67.93569242,0.491352262,1.058705158,2596,Standard Met,2720,Standard Exceeded,2661,Standard Met,2597,Standard Met,63,32,1840.047619,115923,1,63,4460.5,142736,26,20,-115.6342432,-1856,-0.064516129,-4,-898.9888889,-5227,0,-9,pe216-T2,7-T2,pe216-T2-1,7-T2-1,-0.090448358,0.045561448,-1.250848699,-0.563604,-1.34497168,0.338397748,-0.263300754,0.8631785,0.346544163,0.205132217,1.175953471,NaN,NaN,1.175953471,0.205132217,-0.424365727,-0.329750184,0.541298896,0.488094949,1.130722485,0.559022594,-0.981308799,-0.477735121,0.167141136,0.240062459,-0.682751321,-0.845657649,-0.863618048,-0.321413844,-0.156381158,-0.911943321,4,92
ADMIN-UCSF-pe222,7,T2,7,1,Peterson,White,English Only,NaN,No,,Yes,6.240860215,160,1,1,5,7,92.63029483,2.49778518,1.584881906,1.496255096,1.434296416,1.91948671,761.3197545,281.0626511,269.6014302,294.4340756,,-0.476585168,-16.16720227,-0.366748336,-0.007267889,-0.111650655,0.111860531,-57.22845492,-0.421709845,1.149406409,2436,Standard Not Met,2489,Standard Nearly Met,NaN,,NaN,,49,34,2649.020408,129802,0.87755102,43,4246.088235,144367,26,18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,pe222-T2,7-T2,pe222-T2-1,7-T2-1,-0.840377508,-0.99637304,-0.747023423,-0.55280352,-1.198992378,0.257747489,-1.0288409,0.952895487,-0.45386942,-1.378922138,-0.696329938,NaN,NaN,-0.696329938,-1.378922138,0.994181849,1.116141728,-1.259929247,-1.245952507,0.920506642,0.646731596,-0.981308799,-0.631662254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,130
ADMIN-UCSF-pe227,7,T2,7,1,Peterson,White,English Only,Some College,No,,No,6.244086022,151.6774194,1,1,6,6,53.55579477,2.809548865,1.333527923,1.288207132,1.429561698,1.446385379,841.1347128,299.8467962,299.8467962,NaN,,-0.568311496,25.94016778,0.077545544,-0.14110858,-0.05601146,-0.223123101,-102.4874833,0.745221558,0.323563919,2581,Standard Met,2549,Standard Nearly Met,2496,Standard Nearly Met,2459,Standard Not Met,37,55,3731.864865,138079,0.972972973,36,2266.509091,124658,29,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,pe227-T2,7-T2,pe227-T2-1,7-T2-1,-0.964851201,1.026831765,-0.074598514,-1.281324182,-1.816040555,-0.581513121,-0.681429284,0.136014804,0.569092478,0.056627121,-0.210022559,NaN,NaN,-0.210022559,0.056627121,2.892968062,1.978426284,0.143730522,-1.852869117,-1.020333212,-0.413143776,-0.632675487,-1.786115749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,239
ADMIN-UCSF-pe229,7,T2,7,1,Peterson,Hispanic or Latino,English Learner,College Graduate,Yes,Specific Learning Disability (SLD),No,6.240860215,152.1612903,1,1,5,6,65.27113762,3.133313787,2.772391004,1.59152207,1.498994495,1.815666048,791.9486726,304.7260435,288.3662939,317.3104662,,0.912015426,15.0126235,0.435735648,0.181481955,0.029103672,0.182034122,-44.32541965,-0.211417427,0.36880194,2464,Standard Not Met,2505,Standard Nearly Met,2530,Standard Nearly Met,2477,Standard Not Met,46,34,2907.347826,133738,0.913043478,42,4181.794118,142181,28,22,-424.058611,-5790,0.049220673,9,-302.3566176,-1307,4,6,pe229-T2,7-T2,pe229-T2-1,7-T2-1,1.043969636,0.501777361,0.467511021,0.474598239,-1.02307622,0.433558857,-0.149969661,0.180761914,-0.269521711,-1.101712626,-0.56664797,NaN,NaN,-0.56664797,-1.101712626,1.44716338,1.526187881,-0.737834133,-1.33265488,0.857470726,0.529176796,-0.748886591,-0.323807989,-0.658518593,-0.382980574,0.399741452,0.603203202,-0.313983411,-0.13987538,0.463656415,0.373320478,5,183
ADMIN-UCSF-pe231,7,T2,7,1,Peterson,Asian,RFEP-Redesignated,College Graduate,Yes,Autism (AUT),No,6.144086022,159.7741935,1,1,5,7,51.56882917,3.868990531,3.445986189,1.707860255,1.878568809,1.554900182,630.145967,253.4916941,254.3567164,252.818899,,1.150221137,20.4426832,0.809932094,0.09541746,0.24400623,-0.455452131,23.22489481,-0.666728105,0.893781828,2616,Standard Met,2579,Standard Met,2622,Standard Met,2458,Standard Not Met,67,47,1661.014925,111288,1,67,2770.212766,130200,37,27,-150.9125817,-4275,0.029850746,7,-285.9949937,-3322,2,0,pe231-T2,7-T2,pe231-T2-1,7-T2-1,1.367217554,0.762684724,1.033845653,0.006132615,-0.102115256,-1.163585154,1.191883775,0.700044871,-0.66865869,0.403139012,0.033131131,NaN,NaN,0.033131131,0.403139012,-0.738302608,-0.812617034,0.541298896,0.83490444,-0.526486745,-0.115116006,0.297013346,0.061009843,0.072700144,-0.143044073,0.215387707,0.380301532,-0.298910617,-0.233191708,0.153637629,-0.140785042,5,247
ADMIN-UCSF-pe240,7,T2,7,1,Peterson,NaN,NaN,NaN,NaN,NaN,NaN,6.250537634,156.483871,1,1,4,5,92.09557962,3.298545195,1.20846196,1.361016518,1.164849501,1.753134741,755.5632304,312.6760375,322.6973697,296.8089283,,-0.584354573,-10.52822011,0.657057672,-0.017616931,-0.279489334,0.177958224,6.685092603,-1.140767225,-0.557489559,2642,Standard Met,2566,Standard Nearly Met,2607,Standard Met,2544,Standard Nearly Met,43,39,3158.906977,135833,1,42,3532.051282,137750,33,27,-507.5715421,-6242,-0.564291564,-17,177.8235931,1289,-4,-6,pe240-T2,7-T2,pe240-T2-1,7-T2-1,-0.986621843,-0.725427222,0.802474991,-0.609135349,-0.327614016,0.423347192,-2.076827067,-0.735477734,-1.0842135,0.660547844,-0.072235468,NaN,NaN,-0.072235468,0.660547844,1.888276639,1.744441614,0.541298896,-1.33265488,0.220443005,0.290894398,-0.167831071,0.061009843,-0.882084794,-0.45456559,-5.439376167,-2.294518499,0.128372272,-0.019652459,-0.776418731,-0.654890561,2,86
ADMIN-UCSF-pe241,7,T2,7,1,Peterson,White,RFEP-Redesignated,Grad School/post grad trng,No,,No,6.247311828,149.5806452,1,1,6,5,101.3529787,1.960307739,1.971399725,1.556382441,1.550342807,0.946062871,775.0475352,300.262168,297.1281707,303.3961654,,0.073090136,-21.78995057,-0.768764955,0.128707666,0.066104691,-0.720391428,-35.63617399,0.748912895,-0.672584954,2585,Standard Met,2630,Standard Met,2626,Standard Met,2614,Standard Met,57,34,2155.877193,122885,0.964912281,55,4270.176471,145186,26,18,162.6570175,3281,-0.001754386,-3,-1362.845342,-25879,-11,-46,pe241-T2,7-T2,pe241-T2-1,7-T2-1,-0.094461732,-1.266538841,-1.355463019,0.187337619,-0.90460962,-1.827358231,0.081065022,-0.849324146,0.572328398,0.09622848,0.446492403,NaN,NaN,0.446492403,0.09622848,0.129446814,0.395539786,0.025157498,-0.205524034,0.944123484,0.690774314,-0.981308799,-0.631662254,0.912133785,1.053629328,-0.085414907,-0.734206814,-1.290935821,-1.277825155,-1.861484483,-4.082260693,1,151
ADMIN-UCSF-pe242,7,T2,7,1,Peterson,Asian,English Learner,High School Graduate,No,,Yes,6.255913978,148.3225806,1,1,4,3,36.29823203,3.312760474,2.948173963,1.824889915,1.578364225,2.063274353,590.3431204,284.5662126,266.8876747,300.4768968,,0.916480153,40.7305422,0.472946086,0.335207844,0.043677913,0.281409467,120.1934459,-1.390574308,-2.818110263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64,39,1814.6875,116140,0.890625,57,3636.615385,141828,26,13,-540.645459,-11431,0.036720322,16,-425.0112063,-2094,5,6,pe242-T2,7-T2,pe242-T2-1,7-T2-1,1.050028322,1.737490173,0.523827856,1.311357865,1.219925226,0.682531657,-0.058967974,-2.971566827,-1.303200775,NaN,NaN,NaN,NaN,NaN,NaN,-0.468835129,-0.307143473,-1.067610617,-0.032119288,0.322960845,0.510193793,-0.981308799,-1.016480086,-0.970624494,-1.276367903,0.28076906,1.383359044,-0.426976311,-0.176322006,0.618665808,0.373320478,5,252
ADMIN-UCSF-pe244,7,T2,7,1,Peterson,White,English Only,College Graduate,No,,No,6.240860215,148.1935484,1,1,NaN,NaN,82.46398039,2.826741109,1.676961688,1.480765344,1.603494022,1.947392798,777.4814442,294.1973787,300.38234,288.7400599,,-0.272886478,-3.88016736,0.054878726,0.029131454,0.099763134,0.236344788,-49.22706864,NaN,NaN,2553,Standard Met,2596,Standard Met,2601,Standard Met,2564,Standard Nearly Met,63,32,1864.31746,117452,0.935483871,58,4538.25,145224,29,26,-160.8560451,-4438,0.068253968,7,-591.6006944,-3530,2,0,pe244-T2,7-T2,pe244-T2-1,7-T2-1,-0.563956018,-0.405996865,-0.108904035,-0.354674884,-1.089903849,0.569627603,0.291228632,NaN,NaN,-0.220582391,0.170918221,NaN,NaN,0.170918221,-0.220582391,-0.381808147,-0.170461421,-0.407735287,0.054583085,1.20695096,0.69281781,-0.632675487,-0.015953723,0.046081244,-0.168859023,0.580891305,0.380301532,-0.580443291,-0.242824361,0.153637629,-0.140785042,4,95
ADMIN-UCSF-pe247,7,T2,7,1,Peterson,Asian,English Only,Grad School/post grad trng,No,,No,6.180793474,147.8431591,1,1,3,6,NaN,NaN,NaN,1.759880195,1.636511518,1.187226251,659.6773872,268.622005,268.622005,NaN,,NaN,NaN,NaN,0.207210101,0.050579105,-0.711874595,21.52769125,-2.532267685,0.034062754,2705,Standard Exceeded,2646,Standard Exceeded,2703,Standard Exceeded,2746,Standard Exceeded,51,26,2501.882353,127596,0.244444444,11,5671.230769,147452,15,4,-339.0618401,-9958,0.393442623,41,-2693.602041,-19797,24,27,pe247-T2,7-T2,pe247-T2-1,7-T2-1,NaN,NaN,NaN,0.614641494,-0.125254426,-1.806020345,-0.015876871,-0.150344777,-2.304038374,1.284269247,0.576174371,NaN,NaN,0.576174371,1.284269247,0.736172761,0.886324194,-10.57294587,-4.020428437,2.31775991,0.812631212,-2.259630944,-1.709152183,-0.430980116,-1.043083107,3.675882225,4.16962991,-2.516866785,-0.996162672,3.563844279,2.172689797,2,2
ADMIN-UCSF-pe248,7,T2,7,1,Peterson,Asian,English Only,College Graduate,No,,No,6.241935484,152.7419355,1,1,5,8,62.86618982,3.88320581,NaN,1.512190645,1.203058559,2.123234838,635.021047,252.7410332,246.981997,258.5000694,,NaN,9.024121559,0.818851138,-0.103217656,-0.43391671,0.107362999,16.9688744,-0.673399096,1.886822063,2635,Standard Met,2704,Standard Exceeded,2672,Standard Exceeded,2722,Standard Exceeded,69,55,1578.971014,108949,0.985507246,68,2265.581818,124607,47,39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,pe248-T2,7-T2,pe248-T2-1,7-T2-1,NaN,0.214037569,1.047344348,-1.075076584,-0.187407984,0.246479471,-3.041072942,1.682308916,-0.674506651,0.591245466,1.046271504,NaN,NaN,1.046271504,0.591245466,-0.882168004,-1.056290294,0.328110058,0.921606813,-1.021242338,-0.415886363,1.459124387,0.984572639,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,201
